,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
12497,salah jokowi,1,0,1,0,0,0,0,0,1,1,0,0
12498,filipina gereja katolik pegang peran kuat momen hidup hari mis perintah anjur kbgereja katolik haram filipina duduk tumbuh,0,0,0,0,0,0,0,0,0,0,0,0
12499,warganet penasaran habis ngewe sesi pillow talk lucu tidur paul sih habis ena enak kaku kayak bh,0,1,0,0,0,0,0,0,0,0,0,0
12500,mudah budek benar,1,1,1,0,0,0,1,0,0,1,0,0
12501,kasih tau ya bunuh yesus yahudi muslim kristen benci muslim muslim hormat yesus nabi anut agama buddha hindu aku yesus apa k,0,0,0,0,0,0,0,0,0,0,0,0
12502,politikus gila jabatanampharta bilang jokowi antek asing partai politik gurem cari dukung pilih presiden habis wacana politik program bangun negara satu republik indonesia ujung jual kebencianhoax agama ge,0,0,0,0,0,0,0,0,0,0,0,0
12503,ibnu mubarak milik tetangga yahudinnamun makan tetangga anak anak sendiribahkan pakai pakai anakanaknya,0,0,0,0,0,0,0,0,0,0,0,0
12504,ahli kitab yahudi nasrani salam balas ucap bukhari muslim,0,0,0,0,0,0,0,0,0,0,0,0
12505,musik pakai bahasa asing tampil seni budaya asli jawa,0,0,0,0,0,0,0,0,0,0,0,0
12506,sontoloyo jakarta nih,1,1,0,1,0,0,0,0,1,0,1,0
12507,gelombang tenaga kerja asing cina berbondongbondong pasuk kota kendari sulawesi duhmirisnya nasib anak bangsa,1,0,0,1,0,0,0,0,1,0,1,0
12508,maaf nilai ucap hidayat nur wahid hormat gambar betapa munafik picik kotor hati,1,1,1,0,0,0,0,0,1,1,0,0
12509,bangkai jual nih acc,0,1,0,0,0,0,0,0,0,0,0,0
12510,kali mimpi indah realita kayak tai mimpi tai,0,1,0,0,0,0,0,0,0,0,0,0
12511,titel kaji murahmuahal antre kebrangkatanya berangkat kaji cepat nugu alternatif cepat kaji tenaga kerja indonesia east salut,0,0,0,0,0,0,0,0,0,0,0,0
12512,milanisti kampret,1,1,0,1,0,0,0,0,1,0,1,0
12513,outfit of the day sih eiffel amora mollien naufal molen cantik semok sih sipit belo sayang aunty,0,0,0,0,0,0,0,0,0,0,0,0
12514,bodoh abu tours anjing tai tai luwes asuuuu cina bajing tai anjing maling sejati kerja indonesia rusak,1,1,0,1,0,1,0,0,0,0,1,0
12515,buat lgbt lampau,0,0,0,0,0,0,0,0,0,0,0,0
12516,mantap banget bro ganteng pakai dasi suka ngentot like amp follow gay video gay sex gay video,0,1,0,0,0,0,0,0,0,0,0,0
12517,munafik teriak munafik kaca,1,1,1,0,0,0,0,0,1,1,0,0
12518,jambu bol halus jambu bokong,0,1,0,0,0,0,0,0,0,0,0,0
12519,anggur lobang titit abang masuk,0,1,0,0,0,0,0,0,0,0,0,0
12520,kali gue taksir cowok muka asia parah i meansipit putih adohhh gila gue,0,0,0,0,0,0,0,0,0,0,0,0
12521,terima kasih presiden jokowi,0,0,0,0,0,0,0,0,0,0,0,0
12522,haha hayo ya racist cina cina nenek moyang cina selatan nama cina,0,0,0,0,0,0,0,0,0,0,0,0
12523,ya italia institusi agama kristen banyak tawar maju peran peran sukarela foundation agama indonesia tokoh pakai ritual tahun reduksi makna,0,0,0,0,0,0,0,0,0,0,0,0
12524,minta maaf sih kunyuk otak nyinyir,1,1,1,0,0,0,0,0,1,1,0,0
12525,bicara gandeng bank asing langkah hukum gugat atur istimewa freeport,0,0,0,0,0,0,0,0,0,0,0,0
12526,ngupiii ahhhh,0,0,0,0,0,0,0,0,0,0,0,0
12527,muslim rohingya gendong ibu desa bakar teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
12528,orang pikir lurus pelihara jokowi organisasi bayang kacau indonesia aduh,1,0,1,0,0,0,0,0,1,1,0,0
12529,taat agama agama,0,0,0,0,0,0,0,0,0,0,0,0
12530,lapor gera fajar nusantara rekomendasi larang larang islam hikdun,1,0,0,1,1,0,0,0,0,0,1,0
12531,wkwk iya sih saksi bisu galau pikir nih anak stres tau twitnya isi,0,0,0,0,0,0,0,0,0,0,0,0
12532,air mulut doa orangorang kafir siasia belakaqs arrad ayat,0,0,0,0,0,0,0,0,0,0,0,0
12533,follow informasi kini ekonomi uang perban investasi saham indonesia dunia,0,0,0,0,0,0,0,0,0,0,0,0
12534,fan fiction genpi warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu alam banten,0,0,0,0,0,0,0,0,0,0,0,0
12535,sebut jokowi antek asing wkwk,0,0,0,0,0,0,0,0,0,0,0,0
12536,adek armando polisi postingan azan suci,0,0,0,0,0,0,0,0,0,0,0,0
12537,federation of international football association siasat isu suara monyet aksi perancisrussia,0,0,0,0,0,0,0,0,0,0,0,0
12538,tengok balas nih oke tahan astaga diorangncomeonlanmaki hamun tuju kempen kitaoknsebab cik nak hapus bangsa anjing nini anjing gtgtgt,1,1,0,1,0,0,0,0,1,0,1,0
12539,denkuzulkebanyakan minum kencing onta entemakanya ngacooobahalul entesama kayak wan abud,1,1,1,0,0,0,0,0,1,1,0,0
12540,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu sabtu april,0,0,0,0,0,0,0,0,0,0,0,0
12541,anak milik karakter autis,0,0,0,0,0,0,0,0,0,0,0,0
12542,ya angkut kota goblok,0,1,0,0,0,0,0,0,0,0,0,0
12543,duga bawa kabur uang calon jemaah direktur utama travel umrah polisi allah subhanahu wa taala tuhan kena azab pedih,1,0,0,1,1,0,0,0,0,0,1,0
12544,duta as pbb nikki haley pulang white house tolak dakwa nasihat tinggi keliru presiden donald trump kena sekat rusia,0,0,0,0,0,0,0,0,0,0,0,0
12545,poros bentuk pilih presiden mekanisme majelis musyawarat rakyat pilih presiden rakyat poros tiga,0,0,0,0,0,0,0,0,0,0,0,0
12546,,1,1,1,0,0,0,0,0,1,1,0,0
12547,biru titit tebas,0,1,0,0,0,0,0,0,0,0,0,0
12548,mau jamban,0,0,0,0,0,0,0,0,0,0,0,0
12549,ha nete,0,1,0,0,0,0,0,0,0,0,0,0
12550,fekaesfpiedkk teriak fitnah orang partai komunis indonesia antek asingaseng pasang merah putih balik fan asing isis alqaedadll,1,0,0,1,1,0,0,0,0,0,1,0
12551,dukung prabowo surat pemberitahuan tahun arb sda bejat tabiat kasar orang gtgt moga laknat allah,1,1,0,1,0,0,0,0,1,0,1,0
12552,gue jijik gue mandangnya orang awam suka korea pop pikir orang korea homo lesbi idol korea hidup tentram normal gue sih idol pacar wajar lawan je,0,1,0,0,0,0,0,0,0,0,0,0
12553,tau autis,0,0,0,0,0,0,0,0,0,0,0,0
12554,salah korg kait gan gay orang nak alim selamat saviour korg orang asing tengok gay truk gay ciri sahaja tengok individu rakyat biar,0,0,0,0,0,0,0,0,0,0,0,0
12555,ribut ekonomi salah ribut hukum salah ribut otoriter salah ribut patung salah boleh,1,0,1,0,0,0,0,0,1,1,0,0
12556,sok kristen kristen banget haha ya moga denial hidup tenang,0,0,0,0,0,0,0,0,0,0,0,0
12557,juventus budaya turun turun ya teh,0,0,0,0,0,0,0,0,0,0,0,0
12558,tai gue banget amp ngejarngejar gue eh pas gue sayang nyaman cuek amp pergi,0,1,0,0,0,0,0,0,0,0,0,0
12559,sandiaga sampah kolong tol labuh orde,0,0,0,0,0,0,0,0,0,0,0,0
12560,ab cinta damai suka ribet,0,0,0,0,0,0,0,0,0,0,0,0
12561,usaha transportasi online biadab ikut undang undang no tolak permen nomor usaha komunis dana komunis cina,1,0,0,1,0,1,0,0,0,0,1,0
12562,,0,0,0,0,0,0,0,0,0,0,0,0
12563,ahok foto bos alexis langsung tuduh lindung gilir asma dewi foto prabowo,1,0,1,0,0,0,0,0,1,1,0,0
12564,biar sejarah kelam bangsa waspada antek orde bangkit,0,0,0,0,0,0,0,0,0,0,0,0
12565,fiksi sifat imajiner naratif fiksiimajinasi hukum wajib percaya percaya sesuai narasi pikir orang agama hukum wajib percaya firman nya kitab suci iya,0,0,0,0,0,0,0,0,0,0,0,0
12566,presiden ajak ulama perintah sejuk suasana jelang pilih kepala daerah serentak jokowi ajak ulama sejuk pilih kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
12567,cara antisipasi stres tekan chat,0,0,0,0,0,0,0,0,0,0,0,0
12568,anti asing yainvestor banyak asengdi tangan jokowi asing jajah indonesiahnya kerja menguntungkangiliran investor asing pergi susah rakyat,0,0,0,0,0,0,0,0,0,0,0,0
12569,camil pra uji nasional kulit buaya,0,0,0,0,0,0,0,0,0,0,0,0
12570,eh haha iya uang muka hyunjin anjir nih kau malas nge zoom haha,0,1,0,0,0,0,0,0,0,0,0,0
12571,pekanbaru ponakan gue tau kristen agama bataknjadi gereja ya ibadah orang agama bataknpadahal peluk agama kristen agama kannini tugas guru agama pekanbaru ya,0,0,0,0,0,0,0,0,0,0,0,0
12572,arah bawa pilih kepala daerah daerah khusus ibukota ya kang bahaya laten ya pilih kepala daerah kayak,0,0,0,0,0,0,0,0,0,0,0,0
12573,ancam bunuh ancam sangka ancam guling ketua partai ancam bakar kota utama partai pilih kepala daerah kalah untun kejut intervensi as cina kawan kawan kuasa negeri men,0,0,0,0,0,0,0,0,0,0,0,0
12574,makar no lengser jokowi iya faizal assegaf ketua progres juta rakyat demo damai,1,0,1,0,0,0,0,0,1,0,0,1
12575,kayak indonesia orang indonesia cina aneh ayo pribumi usir negeri,1,0,0,1,0,1,0,0,0,0,0,1
12576,katakata bodoh dungu idiot teknis acu nilai intelligence quotient psikologi,0,0,0,0,0,0,0,0,0,0,0,0
12577,gajah ridwan kamil ya kirain habis benah tau kemarin kesana prihatin kandang buaya nya seram takut kabur burung diam kuat ujung saking sedih total cu,0,0,0,0,0,0,0,0,0,0,0,0
12578,kepala anjir,0,1,0,0,0,0,0,0,0,0,0,0
12579,jembatan fenomenal pandang fenomenal pulabravoo presiden jokowi bangun jembat,0,0,0,0,0,0,0,0,0,0,0,0
12580,kaum pekokbawaannya bawa asa mulukl jujungannya angikut smuadasar kaum dongok diri in orang islam,1,1,0,1,1,0,0,0,0,0,1,0
12581,gue habis pikir ikut asa moral bohong biang dosa,1,0,0,1,0,0,0,0,1,0,1,0
12582,blok tindak dewasa jaga waras kekanakkanakan sampah tumpuk busuk halaman rumah disapusapu,0,0,0,0,0,0,0,0,0,0,0,0
12583,acara apel ritual kubur wayang malam suntuk komandan apel ya,0,0,0,0,0,0,0,0,0,0,0,0
12584,bangun kantor presiden kantor menteri,0,0,0,0,0,0,0,0,0,0,0,0
12585,admin go shore belanja cari makan labuh asing dichat jauh pas tau langsung write video call sekarangnlalu gue balas sayang dijalanramelaluchatgakdibalass,0,0,0,0,0,0,0,0,0,0,0,0
12586,mata najwa debat jakarta anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing,1,1,1,0,0,0,0,0,1,1,0,0
12587,sih berengsek ahok pengecuttakut masuk lembaga masyarakat,1,1,1,0,0,0,0,0,1,1,0,0
12588,baca kisah kisah kaum yahudi kutuk allah monyetnmereka cari ikan sabtu perangkap jumat ambil ikan,0,0,0,0,0,0,0,0,0,0,0,0
12589,iya anjir tau pw orang,0,1,0,0,0,0,0,0,0,0,0,0
12590,gaji dewan wakil rakyat majelis musyawarat rakyat dewan wakil daerah,0,0,0,0,0,0,0,0,0,0,0,0
12591,stop tutup iklan meikarta meikarta proyek bodongpribumu sampah jongos cina segera tobat,1,1,0,1,0,1,0,0,0,0,0,1
12592,ganyang partai komunis indonesia antekanteknya orangorang partai dukung,1,0,0,1,0,1,0,0,0,0,0,1
12593,moga mudik lebaran lancar macet teror bom bunuh dirintidak lupa ucap terima kasih kerja keras amp dukung kabinet kerja korupsi,0,0,0,0,0,0,0,0,0,0,0,0
12594,lihat jijik,0,0,0,0,0,0,0,0,0,0,0,0
12595,temu orang barundulu orang manusia asing kenal orang ganti posisi kitanlebih hindar jaga hati,0,0,0,0,0,0,0,0,0,0,0,0
12596,ssstttmengapa ribut terusssssssnkita lihat rida allah subhanahu wa taala pimpin negara cinta ininsudah berisik bikin budek diam,0,1,0,0,0,0,0,0,0,0,0,0
12597,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu dw,0,0,0,0,0,0,0,0,0,0,0,0
12598,burung dinosaurus tau nama onta tenggelam,0,0,0,0,0,0,0,0,0,0,0,0
12599,hidup hidup benar karya fiksi jalan benar laku dunia nyata benar segi hukum moral agama logika fiksi,0,0,0,0,0,0,0,0,0,0,0,0
12600,nasehat payah rantau kerja kejut budaya nih life,0,0,0,0,0,0,0,0,0,0,0,0
12601,yaelah kayak tahan warganet alam gilir gue lapor jyp bilang maaf kak labil kak lapor isi anak anut oppa is milik berani maki perek,0,1,0,0,0,0,0,0,0,0,0,0
12602,ah buka gagal paham sih kecebong dongok,1,1,1,0,0,0,0,0,1,1,0,0
12603,rela foto tugas catat begadang buat tugas pas masuk,0,0,0,0,0,0,0,0,0,0,0,0
12604,ambil tete mama ambil gue nete sapi,1,1,1,0,0,0,0,1,0,1,0,0
12605,aku who orientasi seksual homoseksual biseksual ganggu transgender coret daftar ganggu jiwa cari data validitas who,0,0,0,0,0,0,0,0,0,0,0,0
12606,cebong otak nya sak upil,1,1,0,1,0,0,0,0,1,0,1,0
12607,aduh gajetotngak ngentot,1,1,1,0,0,0,0,1,0,1,0,0
12608,bubar hati korupsi mulu,1,0,0,1,1,0,0,0,0,0,0,1
12609,giring opini presiden menang periode lawan prabowo lulus periode cebong agen ganda,1,1,0,1,0,0,0,0,1,0,1,0
12610,tiga pilih ah cupu sari bir pletok,1,1,1,0,0,0,0,0,1,1,0,0
12611,tuju bang bom surabaya berkah sembunyi terbit undang undang anti terorisme gera bersih ganti rezim,0,0,0,0,0,0,0,0,0,0,0,0
12612,islam bawa rasulullah saw sempurna turun allah sang penciptayg cipta tujuh langit lihat imbang cipta tuhan maha asih mk lihat ada lihat si,0,0,0,0,0,0,0,0,0,0,0,0
12613,munafik untung jujur mulia asm,0,0,0,0,0,0,0,0,0,0,0,0
12614,jalan sunnah hijrah hujat dasar kafir,1,1,1,0,1,0,0,0,0,1,0,0
12615,,0,0,0,0,0,0,0,0,0,0,0,0
12616,tugas menteri agama bongkar tipu islam indonesia cepat bebas islam,1,0,0,1,1,0,0,0,0,0,1,0
12617,he hehe suka jual goreng rezim jokowi,1,0,1,0,0,0,0,0,1,1,0,0
12618,pesimis pidana undang undang lo iya to,0,0,0,0,0,0,0,0,0,0,0,0
12619,jokowi jongos cina,1,1,1,0,0,1,0,0,0,1,0,0
12620,bulgariankamis monyet,0,0,0,0,0,0,0,0,0,0,0,0
12621,cebong laden andasaya sindir nyinyir istilah cebong haha bilang jadi,1,1,1,0,0,0,0,0,1,1,0,0
12622,sudrunnkampungannbegontololndungungapteknplonginplonganplongonplongenplongu,1,1,1,0,0,0,0,0,1,1,0,0
12623,mudah paham gus kentaki fried chicken produk amerika kafir,0,1,0,0,0,0,0,0,0,0,0,0
12624,pikir ganti presiden deh ganti kelamin normal bacot,1,1,1,0,0,0,0,1,0,1,0,0
12625,bentar kuliah twitter tanggap pandang fiksi tuju rg kriminalisasi lawan ide ide kaum sumbu pendek tumben hujat rg alas noda agama ya syukur bela,1,0,0,1,1,0,0,0,0,0,1,0
12626,apa tema debat lawan kelompok front bela islam bumi datar kelompok pro prabowo,1,0,0,1,0,0,0,0,1,0,1,0
12627,tampak sayang sudut hati sayang gila kot weh pikir,0,0,0,0,0,0,0,0,0,0,0,0
12628,beltrame edannyg kesinintapi kontra,0,1,0,0,0,0,0,0,0,0,0,0
12629,tas aneh sinyalir bom nya depok siaga aduh,0,0,0,0,0,0,0,0,0,0,0,0
12630,orang arab arab wahabi arab syiah arab kristen arab yahudi klan arab bentuk jajah bentuk budaya ekonomi ideologi teknologidn arab,0,0,0,0,0,0,0,0,0,0,0,0
12631,pasu nasi kotak,0,0,0,0,0,0,0,0,0,0,0,0
12632,,0,0,0,0,0,0,0,0,0,0,0,0
12633,like the game itself is open to everything fuck markus ngewe simon instead sure here is the canon in game orang bikin tiga markus pol serah nbut as bule,1,1,1,0,0,0,0,1,0,1,0,0
12634,nya dukung nya goblok cina impor asing antek asing nya impor asing goblok,1,1,0,1,0,0,0,0,1,0,1,0
12635,orang gila,1,1,1,0,0,0,1,0,0,1,0,0
12636,perut onta,0,0,0,0,0,0,0,0,0,0,0,0
12637,sih makan bayang makan tai tikus coba wkwk idiot,0,1,0,0,0,0,0,0,0,0,0,0
12638,coba cari mahzab boleh boleh muslim makan sembelih ahli kitab yahudi nasrani syaratsyarat,0,0,0,0,0,0,0,0,0,0,0,0
12639,auk ah bahas kayak orang mudah kafir orang cape,0,0,0,0,0,0,0,0,0,0,0,0
12640,kafiryahudi serang suriah senang bahagia wahabi anehnwahabi antek kafir,1,1,0,1,0,0,0,0,1,0,1,0
12641,pilih kepala daerah damai aman damai martabat,0,0,0,0,0,0,0,0,0,0,0,0
12642,haha saksi bisu galau blok wkwk jahat,0,0,0,0,0,0,0,0,0,0,0,0
12643,mata najwa debat jakarta anies suka nyinyir suka putar fakta program bisa jelek kerja basuki,1,1,1,0,0,0,0,0,1,1,0,0
12644,utangutang pakai iblis siksa my bos my love,0,1,0,0,0,0,0,0,0,0,0,0
12645,bro bilang kenal sebar saracen,1,0,1,0,0,0,0,0,1,1,0,0
12646,duit amp kuasa bikin orang kamprethaduhhh dunia singgah bro,0,1,0,0,0,0,0,0,0,0,0,0
12647,madura umat satu rapat baris cepat panggil proses hukum bu suka nista agama,0,0,0,0,0,0,0,0,0,0,0,0
12648,calon gubernur nomor urut ridwan kamil calon wakil gubernur pasang undang undang ruzhanul ulum hadir muzakarah ikat cendekiawan muslim indonesia ikat cendekiawan muslim indonesia hotel savoy human kota bandung,0,0,0,0,0,0,0,0,0,0,0,0
12649,anti nusantara kecuali partai komunis indonesia islam cinta nusantara islam nusantara bentur nusantara islam nusantara,0,0,0,0,0,0,0,0,0,0,0,0
12650,cebong,1,1,1,0,0,0,0,0,1,1,0,0
12651,ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak,0,1,0,0,0,0,0,0,0,0,0,0
12652,oi goblokmo loud goreng manusia bajing kayak loud suka nih,1,1,1,0,0,0,0,0,1,1,0,0
12653,jawa timur anti berita hoaks pilih kepala daerah aman damai,0,0,0,0,0,0,0,0,0,0,0,0
12654,bacot ah,1,1,1,0,0,0,0,0,1,1,0,0
12655,ngentot wkwk,0,1,0,0,0,0,0,0,0,0,0,0
12656,enak ayam geprek selatan,0,0,0,0,0,0,0,0,0,0,0,0
12657,daddy jahanammmmm sanga kutuk kooo,1,1,1,0,0,0,0,0,1,1,0,0
12658,berani fotonyajgn cundang kompeni tonton bokep mulu ditwitter lopantes hancur indonesiadasar otak mesum,1,1,1,0,0,0,0,1,0,1,0,0
12659,presiden pesimisme apa calon pimpin milik optimisme tahan uji tahan banting amp tawakal indonesia negara kuat ajak pesimis,0,0,0,0,0,0,0,0,0,0,0,0
12660,jelasjelas rusak bela heran lihat perintah,1,0,0,1,0,0,0,0,1,0,1,0
12661,son oh gong monyet bawa asa galau invite grup chatting,1,1,1,0,0,0,0,0,1,1,0,0
12662,low back pain presiden bayanganhanya lengser jokowi low back pain diam,1,0,1,0,0,0,0,0,1,1,0,0
12663,langsung tokoh tokoh dunksurat surat tokoh nasionalis nu komunis,0,0,0,0,0,0,0,0,0,0,0,0
12664,sudirman said kritik perintah lantar kawasan industri sawer dirman ida sawer dirman ida sawer jawa,0,0,0,0,0,0,0,0,0,0,0,0
12665,kader bodoh nih hitung bikin tagar congor jiplak iya moncong putih nyungsep,1,1,0,1,0,0,0,0,1,0,1,0
12666,panglima santri hormat ulama cak imin the next wakil presiden,0,0,0,0,0,0,0,0,0,0,0,0
12667,sikap diktator partai jilat duit cina,1,0,0,1,0,1,0,0,0,0,1,0
12668,selamat siang masyarakat banten mari sukses pilih kepala daerah serentak banten,0,0,0,0,0,0,0,0,0,0,0,0
12669,wujud indonesia damai komitmen rang hoaks kir akbar forum ulama bsm bayar instusi kpnpa ri,0,0,0,0,0,0,0,0,0,0,0,0
12670,kalong bongkrek ampas,0,0,0,0,0,0,0,0,0,0,0,0
12671,sstttgubernur indonesia sahabat kang aher sayang rakyat negara satu republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0
12672,susah harap partai dukung perintah bukti dukung setia ahok sih nista agama musuh umat islam,1,0,0,1,1,0,0,0,0,0,1,0
12673,bodoh budak islam muhammad mati racun badan bau,1,1,0,1,1,0,0,0,0,0,1,0
12674,cebong kocak muka kayak pantat kodok,1,1,1,0,0,0,1,0,0,1,0,0
12675,warganet maki umat islam domba onta orang kristen hindu buddha,1,1,0,1,1,0,0,0,0,0,1,0
12676,apes pamer dengki busuk hati muak politik licik picik,1,0,1,0,0,0,0,0,1,1,0,0
12677,keren nih program terima kasih jokowi jokowi baik istirahat ya,1,0,1,0,0,0,0,0,1,1,0,0
12678,deklarasi pilih kepala daerah aman anti hoaks jabon,0,0,0,0,0,0,0,0,0,0,0,0
12679,ulama tanah air syekh utsman el muhammadytelah tinggal hilang al fatihah,0,0,0,0,0,0,0,0,0,0,0,0
12680,tahun ratus masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten,0,0,0,0,0,0,0,0,0,0,0,0
12681,lihat topikmrkdr tenaga kerja asing harga sawit harga telur harga,0,0,0,0,0,0,0,0,0,0,0,0
12682,,0,0,0,0,0,0,0,0,0,0,0,0
12683,memframing kitab suci milik umat islam umat demo salah rocky cebong tonton demo televisi kitab sucibusuk,1,1,1,0,1,0,0,0,0,1,0,0
12684,usir nasionalis bidang ekonomi ekonomi monopoli cina total surat pemberitahuan tahun hancur ri,1,0,0,1,0,1,0,0,0,0,1,0
12685,ketemu klien orang batak marah gue marah berengsek kantor,1,1,1,0,0,1,0,0,0,1,0,0
12686,aman pegang kacung babu asing mawoooot,1,1,1,0,0,0,0,0,1,1,0,0
12687,pikir indra j piliang jokowi belok tim sukses aniessandi dihabisin,1,0,1,0,0,0,0,0,1,1,0,0
12688,tau ku lahir sipit,0,0,0,0,0,0,0,0,0,0,0,0
12689,adamhawa kali hawahawa lesbi,0,0,0,0,0,0,0,0,0,0,0,0
12690,tahan islam indonesia bangun bangsa negara,1,0,0,1,1,0,0,0,0,0,1,0
12691,tugas imigrasi negeri ya negara periksa dalam dulunya paspor tenaga kerja indonesia bukti turis takutnke korea selatan b,0,0,0,0,0,0,0,0,0,0,0,0
12692,mari banyak ajar ilmu agama milik tahu amal buat laku selamat istirahat sobat lazismu delivering happiness,0,0,0,0,0,0,0,0,0,0,0,0
12693,suruh tenaga kerja asing cina tonton stadion lupa bawa bendera putih bendera cina,1,0,0,1,0,1,0,0,0,0,1,0
12694,tutur rendra bukti agama lencana politik ulama jalan ta,0,0,0,0,0,0,0,0,0,0,0,0
12695,cocok calon presiden nya jokowi cocok prabowo,1,0,1,0,0,0,0,0,1,1,0,0
12696,ayo menteri agama ri rakyat tunggu muhammad nabi gadungan,1,1,0,1,1,0,0,0,0,0,1,0
12697,ntb acara olah dukung ulama calon wakil presiden sandiwara admin,1,0,1,0,0,0,0,0,1,1,0,0
12698,pecat darmin nasution menteri ekonomi bodoh turun daya beli anak kahiyang meni bobby nasution,1,1,1,0,0,0,0,0,1,1,0,0
12699,pria isis make burka hindar lari peperangan surga janji diam membisuamp tau priatidak televisi yenggak tonton wawancara wanita pelihara hewan anjing itunlo gembel warung internet kansilahkan buka youtube dehbiar dgar suara,0,1,0,0,0,0,0,0,0,0,0,0
12700,anggota gereja protestan dewasa katekisasinbelajar tahun sejarah gereja dllnbiasanya anak katekisasingw pas topik gue suka sejarah gerejantermasuk sejarah kelam sejarah mas,0,0,0,0,0,0,0,0,0,0,0,0
12701,aktivis dukung jokowi aktivis nih partai rakyat demokratik aktivis kiri komunis aktivis murni tumpang non bayar murni nurani,0,0,0,0,0,0,0,0,0,0,0,0
12702,lucu bom bahaya,0,0,0,0,0,0,0,0,0,0,0,0
12703,ulamakyaiustadz guru aji ajar umar bin khattab rapernah rakyat halo partai demokrasi indonesia juang pikir,1,0,0,1,1,0,0,0,0,0,1,0
12704,pilih presiden moga presiden integritas antek asing,1,0,1,0,0,0,0,0,1,1,0,0
12705,do think komentar negara agama islam agama minoritas jerman hati sedih dengar larang terap jerman,0,0,0,0,0,0,0,0,0,0,0,0
12706,kaum zionis sontoloyo,1,1,0,1,1,0,0,0,0,0,1,0
12707,sarap tega banget sih laku anak surat pemberitahuan tahun hewan gue suami gue ambil anak gue lapor polisi amp gue cerai langsung cih najis perempuan kayak,1,1,1,0,0,0,0,1,0,1,0,0
12708,gue harun yahya ilmuwan yahudi jaman,0,0,0,0,0,0,0,0,0,0,0,0
12709,usir fahri maling maling dewan wakil rakyat,1,1,1,0,0,0,0,0,1,0,0,1
12710,bikin rusuh negara usaha tambang asing masuk,1,0,1,0,0,0,0,0,1,1,0,0
12711,alhamdulillah sadar cebong pintar lucubeda banget kampret goblok,1,1,0,1,0,0,0,0,1,0,1,0
12712,larang wakil agen jual reksa dana,0,0,0,0,0,0,0,0,0,0,0,0
12713,terima kasih presiden jokowi biasasemoga listrik tambah pulau nias mw kwdapat manfaat tingkat ekonomi masyarakat nias suara pulau jokowi salam periode,0,0,0,0,0,0,0,0,0,0,0,0
12714,oknum polisi aniaya mabuk mak habis minum kencing onta,1,1,1,0,0,0,0,0,1,1,0,0
12715,selamat lahir teman gera mahasiswa islam indonesia,0,0,0,0,0,0,0,0,0,0,0,0
12716,masak bangun hitung konstruksi ide study layak dana bebas lahan hitung,1,1,1,0,0,0,0,0,1,1,0,0
12717,goblok kakak kecebong aku pancasila negara satu republik indonesia otak hati komunis rezim anti korupsi minggu kali ott komisi berantas korupsi,1,1,0,1,0,1,0,0,0,0,1,0
12718,macet pulang kampung dasar orang udik nyeri makan buang tai dengar lagu anak jakarta asyik asyik,1,1,1,0,0,0,0,0,1,1,0,0
12719,mantap presiden joko widodo jago tuntas kerja mangkrak mantan presiden sih gubernur aher salam metal periodontik,0,0,0,0,0,0,0,0,0,0,0,0
12720,sengaja mati perintah kini impor rakyat cina ganti rakyat indonesia,1,0,0,1,0,0,0,0,1,0,1,0
12721,tren thailand cebong banget nih lumpur hidup,1,1,1,0,0,0,0,0,1,1,0,0
12722,cebong ancam musnah cc,1,1,0,1,0,0,0,0,1,0,1,0
12723,wkwk betulbetul bajing orang,1,1,1,0,0,0,0,0,1,1,0,0
12724,eh maaf hehe baca nama buku yahudi ve masonluk yahudi freemason link artikel reply twit juganwallahualam ya,0,0,0,0,0,0,0,0,0,0,0,0
12725,hadiah nya sipit,0,0,0,0,0,0,0,0,0,0,0,0
12726,indonesia heritage masyarakat a kecewa membudidayakan orang asing manajer asing indonesia peduli,0,0,0,0,0,0,0,0,0,0,0,0
12727,anies suka manismanis bibir sandi suka main sandiwara,1,0,1,0,0,0,0,0,1,1,0,0
12728,duduk samping aziz rabi menteri energi tambang minyak raja maroko diskusi substantif berjejaring cari peluang kerja muncul selasela konferensi,0,0,0,0,0,0,0,0,0,0,0,0
12729,meme nak cilok indonesia dasar malingsia berengsek,1,1,0,1,0,1,0,0,0,0,1,0
12730,kotbur wkwk mampus,1,1,1,0,0,0,0,0,1,1,0,0
12731,jokowi mundur biar jual badan usaha milik negara,1,0,1,0,0,0,0,0,1,1,0,0
12732,bagus bangga sebut cebong,1,1,0,1,0,0,0,0,1,0,1,0
